,channel,transaction_risk_score,processing_type,cc_amount,ledger_balance,cc_acceptor_state,cc_acceptor_country,cardholder_presence,card_presence,partial_approval_capable,is_fraud,hour,month,dayofweek,year
2133,ECOMMERCE,23.0,MANUAL,42.72,3810.71,CA,US,0,0,0,0,15,7,0,2019
2134,OTHER,19.0,CHIP,4.24,15.66,PA,US,1,1,1,0,10,7,0,2019
2135,ECOMMERCE,22.0,MANUAL,105.11,2137.0,WA,US,0,0,0,0,12,7,0,2019
2136,ECOMMERCE,23.0,MANUAL,70.23,7620.3,AR,US,0,0,0,0,16,7,0,2019
2137,ECOMMERCE,12.0,UNKNOWN,17.55,0.0,CA,US,0,0,0,0,17,7,0,2019
2138,ECOMMERCE,5.0,UNKNOWN,21.75,453.71,AR,US,0,0,0,0,19,7,0,2019
2139,ECOMMERCE,16.0,MANUAL,32.29,272.62,AR,US,0,0,0,0,21,7,0,2019
2140,ECOMMERCE,4.0,MANUAL,13.96,3505.03,AR,US,0,0,0,0,14,7,0,2019
2141,ECOMMERCE,13.0,UNKNOWN,3.18,58.98,CA,US,0,0,0,0,1,7,0,2019
2142,ECOMMERCE,11.0,UNKNOWN,35.98,3314.67,AR,US,0,0,0,0,16,7,0,2019
2143,ECOMMERCE,26.0,MANUAL,32.05,189.59,AR,US,0,0,0,0,23,7,0,2019
2144,ECOMMERCE,3.0,MANUAL,28.2,727.02,NY,US,0,0,0,0,15,7,0,2019
2145,ECOMMERCE,1.0,MANUAL,0.27,3237.62,CA,US,0,0,0,0,17,7,0,2019
2146,ECOMMERCE,14.0,MANUAL,10.76,21056.6,AR,US,0,0,0,0,13,7,0,2019
2147,ECOMMERCE,22.0,MANUAL,14.99,1487.71,WA,US,0,0,0,0,21,7,0,2019
2148,ECOMMERCE,17.0,MANUAL,20.75,4986.56,AR,US,0,0,0,0,5,7,0,2019
2149,ECOMMERCE,19.0,MANUAL,30.59,24399.66,AR,US,0,0,0,0,8,7,0,2019
2150,ECOMMERCE,14.0,MANUAL,72.15,54.75,AR,US,0,0,0,0,18,7,0,2019
2151,ECOMMERCE,23.0,MANUAL,31.62,4539.21,CA,US,0,0,0,0,16,7,0,2019
2152,ECOMMERCE,2.0,MANUAL,24.26,1201.77,CA,US,0,0,0,0,22,7,0,2019
2153,ECOMMERCE,20.0,UNKNOWN,29.99,1218.82,AR,US,0,0,0,0,1,7,0,2019
2154,,,,52.79,,,,,,,1,0,7,0,2019
2155,ECOMMERCE,6.0,MANUAL,22.95,2683.89,CA,US,0,0,0,0,10,7,0,2019
2156,ECOMMERCE,10.0,MANUAL,17.27,3895.55,AR,US,0,0,0,0,10,7,0,2019
2157,OTHER,19.0,CHIP,6.28,30.12,AL,US,1,1,1,0,15,7,3,2019
2158,OTHER,12.0,CHIP,12.72,2.73,PA,US,1,1,1,0,0,7,3,2019
2159,ECOMMERCE,5.0,MANUAL,19.46,5137.54,AR,US,0,0,0,0,14,7,3,2019
2160,OTHER,19.0,CHIP,2.58,50.88,AL,US,1,1,1,0,15,7,3,2019
2161,ECOMMERCE,15.0,MANUAL,35.88,4354.23,AR,US,0,0,0,0,12,7,3,2019
2162,ECOMMERCE,23.0,MANUAL,31.87,3774.85,AR,US,0,0,0,0,19,7,3,2019
2163,OTHER,22.0,MAGSTRIPE,18.1,0.0,FL,US,1,1,1,0,23,7,3,2019
2164,ECOMMERCE,20.0,MANUAL,7.7,376.47,WA,US,0,0,0,0,15,7,3,2019
2165,OTHER,4.0,MANUAL,30.56,1190.19,NY,US,0,0,0,0,1,7,3,2019
2166,ECOMMERCE,5.0,MANUAL,18.52,143.31,CA,US,0,0,0,0,16,7,3,2019
2167,ECOMMERCE,8.0,MANUAL,19.57,2242.8,WA,US,0,0,0,0,6,7,3,2019
2168,ECOMMERCE,23.0,MANUAL,50.35,15371.86,AR,US,0,0,0,0,4,7,3,2019
2169,ECOMMERCE,17.0,UNKNOWN,67.15,1119.42,CA,US,0,0,0,0,1,7,3,2019
2170,ECOMMERCE,18.0,MANUAL,21.14,6047.95,AR,US,0,0,0,0,9,7,3,2019
2171,ECOMMERCE,20.0,MANUAL,35.41,18916.54,AR,US,0,0,0,0,22,7,3,2019
2172,ECOMMERCE,14.0,MANUAL,22.07,3894.99,AR,US,0,0,0,0,1,7,3,2019
2173,ECOMMERCE,29.0,MANUAL,175.0,1720.26,CA,US,0,0,0,0,17,7,3,2019
2174,ECOMMERCE,1.0,MANUAL,4.48,3094.32,CA,US,0,0,0,0,19,7,3,2019
2175,OTHER,28.0,CHIP,5.29,28.17,KY,US,1,1,1,0,1,7,3,2019
2176,ECOMMERCE,8.0,MANUAL,48.62,971.65,PA,US,0,0,0,0,3,7,3,2019
2177,OTHER,1.0,MANUAL,421.6,1954.07,NY,US,0,0,0,0,19,7,3,2019
2178,ECOMMERCE,1.0,MANUAL,40.91,10135.88,UT,US,0,0,0,0,3,7,3,2019
2179,ECOMMERCE,16.0,MANUAL,35.21,2451.35,AR,US,0,0,0,0,15,7,3,2019
2180,ECOMMERCE,28.0,MANUAL,24.99,3664.58,GA,US,0,0,1,0,7,7,3,2019
2181,ECOMMERCE,23.0,MANUAL,37.33,9457.62,AR,US,0,0,0,0,8,7,3,2019
2182,ECOMMERCE,3.0,UNKNOWN,69.8,1482.86,FL,US,0,0,0,0,14,7,3,2019
2183,ECOMMERCE,1.0,MANUAL,53.44,1496.79,OH,US,0,0,0,0,16,7,3,2019
2184,OTHER,18.0,MANUAL,27.16,2743.05,TX,US,0,0,0,0,20,7,3,2019
2185,ECOMMERCE,3.0,MANUAL,35.24,6240.42,CA,US,0,0,0,0,4,7,3,2019
2186,ECOMMERCE,1.0,MANUAL,0.79,8401.01,CA,US,0,0,0,0,19,7,3,2019
2187,ECOMMERCE,28.0,UNKNOWN,26.2,15565.92,GA,US,0,0,0,0,11,7,3,2019
2188,OTHER,25.0,CHIP,2.01,228.37,CA,US,1,1,1,0,0,7,3,2019
2189,ECOMMERCE,1.0,MANUAL,22.47,5969.63,CA,US,0,0,0,0,4,7,3,2019
2190,ECOMMERCE,22.0,UNKNOWN,64.88,7985.78,AR,US,0,0,0,0,14,7,3,2019
2191,ECOMMERCE,18.0,MANUAL,2.0,1243.02,MN,US,0,0,0,0,20,7,3,2019
2192,ECOMMERCE,11.0,UNKNOWN,35.0,11347.33,AR,US,0,0,0,0,14,7,3,2019
2193,ECOMMERCE,13.0,MANUAL,22.73,8175.25,AR,US,0,0,0,0,15,7,3,2019
2194,ECOMMERCE,1.0,MANUAL,1.33,7335.45,CA,US,0,0,0,0,7,7,3,2019
2195,ECOMMERCE,25.0,MANUAL,35.76,14921.0,AR,US,0,0,0,0,14,7,3,2019
2196,ECOMMERCE,12.0,UNKNOWN,21.98,3205.67,AR,US,0,0,0,0,11,7,3,2019
2197,OTHER,29.0,CHIP,16.76,3310.54,MD,US,1,1,0,0,12,7,3,2019
2198,ECOMMERCE,4.0,MANUAL,64.99,1758.12,CA,US,0,0,0,0,9,7,3,2019
2199,ECOMMERCE,14.0,MANUAL,23.46,2598.54,AR,US,0,0,0,0,3,7,3,2019
2200,OTHER,16.0,CHIP,53.89,619.9,TX,US,1,1,1,0,20,7,3,2019
2201,ECOMMERCE,25.0,MANUAL,186.0,12983.77,AR,US,0,0,0,0,7,7,3,2019
2202,OTHER,32.0,MAGSTRIPE,21.25,74.52,MO,US,1,1,0,0,18,7,3,2019
2203,OTHER,67.0,MANUAL,33.9,3502.4,NJ,US,0,1,0,0,18,7,3,2019
2204,OTHER,27.0,MAGSTRIPE,53.85,50.74,NY,US,0,0,1,0,15,7,3,2019
2205,ECOMMERCE,10.0,MANUAL,1.95,0.0,ON,CA,0,0,0,0,22,7,3,2019
2206,ECOMMERCE,31.0,MANUAL,37.29,310.27,WA,US,0,0,0,0,16,7,3,2019
2207,ECOMMERCE,20.0,MANUAL,90.0,4254.78,AR,US,0,0,0,0,18,7,3,2019
2208,ECOMMERCE,34.0,MANUAL,114.44,143.17,MN,US,0,0,0,0,22,7,3,2019
2209,ECOMMERCE,22.0,UNKNOWN,68.04,8050.66,AR,US,0,0,0,0,14,7,3,2019
2210,ECOMMERCE,21.0,MANUAL,10.0,72.48,CA,US,0,0,0,0,13,7,3,2019
2211,ECOMMERCE,17.0,UNKNOWN,11.39,12723.66,OH,US,0,0,0,0,20,7,3,2019
2212,OTHER,7.0,MANUAL,35.74,1815.65,NY,US,0,0,0,0,1,7,3,2019
2213,ECOMMERCE,3.0,MANUAL,10.58,408.12,NV,US,0,0,0,0,4,7,3,2019
2214,ECOMMERCE,1.0,MANUAL,65.99,7862.44,UT,US,0,0,0,0,16,7,3,2019
2215,ECOMMERCE,26.0,MANUAL,13.19,66.92,CA,US,0,0,0,0,19,7,3,2019
2216,OTHER,15.0,MAGSTRIPE,29.01,910.13,13,USA,1,1,1,0,0,7,3,2019
2217,ECOMMERCE,9.0,MANUAL,7.87,71.62,CA,US,0,0,0,0,23,7,3,2019
2218,,,,52.79,,,,,,,1,0,7,3,2019
2219,ECOMMERCE,12.0,UNKNOWN,53.76,2575.03,AR,US,0,0,0,0,10,7,3,2019
2220,ECOMMERCE,17.0,MANUAL,24.6,8470.29,AR,US,0,0,0,0,6,7,3,2019
2221,OTHER,18.0,CHIP,4.51,25.06,,ES,1,1,0,0,18,7,3,2019
2222,ECOMMERCE,6.0,MANUAL,23.17,2666.25,AR,US,0,0,0,0,14,7,3,2019
2223,,,,52.79,,,,,,,1,0,7,3,2019
2224,OTHER,17.0,CHIP,49.75,570.75,DC,US,1,1,1,0,17,7,3,2019
2225,ECOMMERCE,1.0,UNKNOWN,1.26,6479.96,CA,US,0,0,0,0,5,7,3,2019
2226,OTHER,7.0,MAGSTRIPE,5.23,207.86,KY,US,1,1,1,0,0,7,3,2019
2227,ECOMMERCE,2.0,MANUAL,267.72,3483.59,WA,US,0,0,0,0,15,7,3,2019
2228,ECOMMERCE,24.0,MANUAL,75.3,954.37,GA,US,0,0,1,0,15,7,3,2019
2229,ECOMMERCE,20.0,MANUAL,18.2,981.52,WA,US,0,0,0,0,23,7,3,2019
2230,ECOMMERCE,19.0,MANUAL,59.9,4637.53,AR,US,0,0,0,0,22,7,3,2019
2231,ECOMMERCE,27.0,MANUAL,2.62,360.67,CA,US,0,0,0,0,17,7,3,2019
2232,ECOMMERCE,22.0,MANUAL,72.0,17592.32,AR,US,0,0,0,0,5,7,3,2019
2233,ECOMMERCE,13.0,MANUAL,25.77,338.42,CA,US,0,0,0,0,18,7,3,2019
2234,ECOMMERCE,33.0,MANUAL,45.62,2942.01,AR,US,0,0,0,0,7,7,3,2019
2235,ECOMMERCE,32.0,MANUAL,53.96,0.0,WA,US,0,0,0,0,17,7,3,2019
2236,ECOMMERCE,31.0,MANUAL,43.98,80.44,WA,US,0,0,0,0,16,7,3,2019
2237,ECOMMERCE,29.0,MANUAL,79.94,19893.27,AR,US,0,0,0,0,2,7,3,2019
2238,ECOMMERCE,16.0,MANUAL,35.41,10610.31,AR,US,0,0,0,0,1,7,3,2019
2239,ECOMMERCE,18.0,MANUAL,14.82,15798.97,AR,US,0,0,0,0,14,7,3,2019
2240,ECOMMERCE,2.0,MANUAL,37.73,9323.3,UT,US,0,0,0,0,19,7,3,2019
2241,ECOMMERCE,44.0,MANUAL,30.56,823.87,,HK,0,0,0,0,0,7,3,2019
2242,ECOMMERCE,11.0,UNKNOWN,300.66,242.44,CA,US,0,0,0,0,2,7,3,2019
2243,ECOMMERCE,36.0,UNKNOWN,61.68,1449.74,AR,US,0,0,0,0,16,7,3,2019
2244,ECOMMERCE,2.0,MANUAL,28.95,6311.07,CA,US,0,0,0,0,5,7,3,2019
2245,ECOMMERCE,21.0,MANUAL,39.49,18287.83,AR,US,0,0,0,0,7,7,3,2019
2246,OTHER,27.0,CHIP,13.87,63.14,TX,US,1,1,0,0,19,7,3,2019
2247,ECOMMERCE,4.0,MANUAL,27.05,10.45,CA,US,0,0,0,0,1,7,3,2019
2248,OTHER,5.0,CHIP,4.96,136.04,NE,US,1,1,1,0,17,7,3,2019
2249,ECOMMERCE,18.0,MANUAL,35.87,3770.75,AR,US,0,0,0,0,17,7,4,2019
2250,OTHER,23.0,CHIP,29.67,121.68,NY,US,1,1,0,0,13,7,4,2019
2251,OTHER,20.0,CHIP,13.52,63.04,MA,US,1,1,1,0,19,7,4,2019
2252,OTHER,16.0,CHIP,5.81,269.25,GA,US,1,1,1,0,16,7,4,2019
2253,ECOMMERCE,25.0,MANUAL,37.33,6286.82,AR,US,0,0,0,0,16,7,4,2019
2254,ECOMMERCE,22.0,MANUAL,56.66,3005.82,NJ,US,0,0,0,0,6,7,4,2019
2255,ECOMMERCE,7.0,MANUAL,67.61,69.13,WA,US,0,0,0,0,21,7,4,2019
2256,ECOMMERCE,3.0,UNKNOWN,23.99,2168.83,CA,US,0,0,0,0,11,7,4,2019
2257,ECOMMERCE,1.0,MANUAL,51.3,2942.67,FL,US,0,0,0,0,0,7,4,2019
2258,ECOMMERCE,1.0,UNKNOWN,22.0,4439.77,CA,US,0,0,0,0,5,7,4,2019
2259,ECOMMERCE,12.0,UNKNOWN,65.61,228.42,AR,US,0,0,0,0,20,7,4,2019
2260,OTHER,28.0,MAGSTRIPE,9.0,261.66,TX,US,1,1,0,0,21,7,4,2019
2261,ECOMMERCE,1.0,MANUAL,141.52,9059.41,UT,US,0,0,0,0,0,7,4,2019
2262,ECOMMERCE,26.0,MANUAL,27.35,5302.5,AR,US,0,0,0,0,2,7,4,2019
2263,OTHER,20.0,CHIP,82.09,316.07,NY,US,1,1,1,0,21,7,4,2019
2264,ECOMMERCE,7.0,UNKNOWN,49.85,1092.52,CA,US,0,0,0,0,10,7,4,2019
2265,OTHER,4.0,MANUAL,61.55,404.27,CA,US,0,0,0,0,16,7,4,2019
2266,ECOMMERCE,18.0,MANUAL,21.39,1273.8,WA,US,0,0,0,0,23,7,4,2019
2267,OTHER,17.0,MANUAL,182.8,172.8,CA,US,0,0,0,0,17,7,4,2019
2268,ECOMMERCE,10.0,MANUAL,58.0,14682.33,AR,US,0,0,0,0,2,7,4,2019
2269,ECOMMERCE,3.0,MANUAL,50.0,50.0,CA,US,0,0,0,0,12,7,4,2019
2270,ECOMMERCE,8.0,MANUAL,6.38,340.15,WA,US,0,0,0,0,14,7,4,2019
2271,ECOMMERCE,3.0,UNKNOWN,22.25,144.87,OR,US,0,0,0,0,21,7,4,2019
2272,OTHER,26.0,CHIP,3.04,32.95,TX,US,1,1,0,0,23,7,4,2019
2273,ECOMMERCE,21.0,MANUAL,13.19,25.13,CA,US,0,0,0,0,15,7,4,2019
2274,ECOMMERCE,6.0,UNKNOWN,17.87,505.34,AR,US,0,0,0,0,21,7,4,2019
2275,ECOMMERCE,1.0,MANUAL,32.99,7227.97,UT,US,0,0,0,0,20,7,4,2019
2276,ECOMMERCE,31.0,MANUAL,42.44,1051.35,AR,US,0,0,0,0,14,7,4,2019
2277,ECOMMERCE,21.0,MANUAL,78.73,2510.29,CA,US,0,0,0,0,13,7,4,2019
2278,ECOMMERCE,21.0,MANUAL,25.93,13395.74,AR,US,0,0,0,0,7,7,4,2019
2279,OTHER,41.0,MAGSTRIPE,34.86,516.9,,JP,1,1,0,0,11,7,4,2019
2280,ECOMMERCE,13.0,MANUAL,169.93,500.53,WI,US,0,0,0,0,21,7,4,2019
2281,,,,52.79,,,,,,,1,0,7,4,2019
2282,,,,52.79,,,,,,,1,0,7,4,2019
2283,,,,52.79,,,,,,,1,0,7,4,2019
2284,ECOMMERCE,32.0,MANUAL,35.0,3009.13,AR,US,0,0,0,0,6,7,4,2019
2285,,,,52.79,,,,,,,1,0,7,4,2019
2286,ECOMMERCE,1.0,UNKNOWN,28.44,2192.82,CA,US,0,0,0,0,9,7,4,2019
2287,ECOMMERCE,2.0,MANUAL,40.46,3666.48,UT,US,0,0,0,0,11,7,4,2019
2288,ECOMMERCE,11.0,MANUAL,12.32,2653.29,AR,US,0,0,0,0,16,7,4,2019
2289,ECOMMERCE,23.0,UNKNOWN,64.88,20713.83,AR,US,0,0,0,0,1,7,4,2019
2290,ECOMMERCE,6.0,UNKNOWN,81.54,2346.39,GA,US,0,0,0,0,18,7,4,2019
2291,ECOMMERCE,2.0,UNKNOWN,8.92,525.65,WY,US,0,0,0,0,15,7,4,2019
2292,ECOMMERCE,21.0,MANUAL,16.7,13362.39,GA,US,0,0,0,0,15,7,4,2019
2293,ECOMMERCE,2.0,MANUAL,43.0,4485.72,CA,US,0,0,0,0,5,7,4,2019
2294,OTHER,10.0,CHIP,12.64,832.66,TX,US,1,1,1,0,16,7,4,2019
2295,OTHER,22.0,CHIP,64.0,1.0,CA,US,1,1,0,0,22,7,4,2019
2296,ECOMMERCE,4.0,MANUAL,72.17,4857.22,CA,US,0,0,0,0,4,7,4,2019
2297,OTHER,28.0,CHIP,13.32,274.14,TX,US,1,1,1,0,0,7,4,2019
2298,ECOMMERCE,5.0,UNKNOWN,278.08,897.5,FL,US,0,0,0,0,17,7,4,2019
2299,ECOMMERCE,5.0,MANUAL,1.01,202.48,CA,US,0,0,0,0,15,7,4,2019
2300,ECOMMERCE,36.0,MANUAL,134.82,682.85,FL,US,0,0,0,0,21,7,4,2019
2301,ECOMMERCE,23.0,UNKNOWN,35.38,21094.92,AR,US,0,0,0,0,2,7,4,2019
2302,ECOMMERCE,1.0,UNKNOWN,24.49,442.56,CA,US,0,0,0,0,11,7,4,2019
2303,ECOMMERCE,13.0,MANUAL,16.43,4513.25,AR,US,0,0,0,0,14,7,4,2019
2304,ECOMMERCE,27.0,MANUAL,43.69,13532.16,CA,US,0,0,0,0,15,7,4,2019
2305,,,,52.79,,,,,,,1,0,7,4,2019
2306,ECOMMERCE,1.0,MANUAL,25.0,25.0,CA,US,0,0,0,0,13,7,4,2019
2307,ECOMMERCE,8.0,UNKNOWN,149.94,2313.98,AR,US,0,0,0,0,14,7,4,2019
2308,ECOMMERCE,8.0,MANUAL,5.16,845.73,WA,US,0,0,0,0,0,7,4,2019
2309,ECOMMERCE,2.0,MANUAL,38.0,4230.74,CA,US,0,0,0,0,5,7,4,2019
2310,ECOMMERCE,5.0,MANUAL,14.9,2588.29,WA,US,0,0,0,0,19,7,4,2019
2311,ECOMMERCE,15.0,MANUAL,19.37,5518.7,AR,US,0,0,0,0,5,7,4,2019
2312,ECOMMERCE,7.0,MANUAL,10.0,437.0,CA,US,0,0,0,0,15,7,4,2019
2313,ECOMMERCE,4.0,UNKNOWN,44.95,2751.59,CA,US,0,0,0,0,9,7,4,2019
2314,OTHER,5.0,MANUAL,254.73,116.7,NY,US,0,0,0,0,16,7,4,2019
2315,ECOMMERCE,18.0,MANUAL,32.0,541.18,,IL,0,0,0,0,15,7,4,2019
2316,ECOMMERCE,20.0,MANUAL,19.83,6870.21,AR,US,0,0,0,0,2,7,4,2019
2317,OTHER,14.0,MAGSTRIPE,21.3,1.0,NJ,US,1,1,0,0,23,7,4,2019
2318,ECOMMERCE,3.0,UNKNOWN,10.0,8.5,MA,US,0,0,0,0,8,7,4,2019
2319,ECOMMERCE,22.0,UNKNOWN,28.37,5082.27,AR,US,0,0,0,0,13,7,4,2019
2320,ECOMMERCE,20.0,UNKNOWN,59.0,3172.21,AR,US,0,0,0,0,5,7,4,2019
2321,ECOMMERCE,1.0,UNKNOWN,2.6,467.05,CA,US,0,0,0,0,11,7,4,2019
2322,ECOMMERCE,18.0,MANUAL,13.19,93.65,CA,US,0,0,0,0,15,7,4,2019
2323,OTHER,13.0,CHIP,3.24,31.74,MO,US,1,1,1,0,21,7,4,2019
2324,ECOMMERCE,23.0,MANUAL,20.17,13462.77,CA,US,0,0,0,0,15,7,4,2019
2325,OTHER,20.0,CHIP,26.61,50.0,OH,US,1,1,0,0,15,7,4,2019
2326,OTHER,26.0,MAGSTRIPE,7.56,497.21,,JP,1,1,0,1,12,7,4,2019
2327,ECOMMERCE,1.0,UNKNOWN,729.91,872.97,NH,US,0,0,0,0,19,7,4,2019
2328,ECOMMERCE,4.0,UNKNOWN,38.99,1385.64,CA,US,0,0,0,0,5,7,4,2019
2329,OTHER,25.0,MAGSTRIPE,5.32,504.77,,JP,1,1,0,1,3,7,4,2019
2330,ECOMMERCE,7.0,MANUAL,12.84,1341.23,WA,US,0,0,0,0,3,7,4,2019
2331,ECOMMERCE,5.0,MANUAL,113.18,4228.88,TX,US,0,0,0,0,20,7,4,2019
2332,OTHER,45.0,MAGSTRIPE,17.98,551.76,,JP,1,1,0,1,4,7,4,2019
2333,ECOMMERCE,18.0,MANUAL,39.88,2700.58,AR,US,0,0,0,0,17,7,4,2019
2334,ECOMMERCE,1.0,UNKNOWN,9.99,70.24,NY,US,0,0,0,0,9,7,4,2019
2335,ECOMMERCE,12.0,MANUAL,46.41,505.57,PA,US,0,0,0,0,23,7,4,2019
2336,ECOMMERCE,19.0,MANUAL,12.03,13284.82,GA,US,0,0,0,0,15,7,4,2019
2337,ECOMMERCE,2.0,UNKNOWN,25.95,1680.51,CA,US,0,0,0,0,12,7,4,2019
2338,ECOMMERCE,4.0,MANUAL,10.0,65.75,CA,US,0,0,0,0,18,7,4,2019
2339,ECOMMERCE,9.0,MANUAL,43.65,17401.22,AR,US,0,0,0,0,18,7,5,2019
2340,ECOMMERCE,4.0,MANUAL,9.12,3843.4,WA,US,0,0,0,0,13,7,5,2019
2341,ECOMMERCE,2.0,MANUAL,14.99,392.71,WA,US,0,0,0,0,5,7,5,2019
2342,ECOMMERCE,26.0,UNKNOWN,1.31,645.86,CA,US,0,0,0,0,12,7,5,2019
2343,ECOMMERCE,16.0,MANUAL,15.61,5156.75,AR,US,0,0,0,0,22,7,5,2019
2344,ECOMMERCE,7.0,MANUAL,17.93,3056.22,AR,US,0,0,0,0,18,7,5,2019
2345,OTHER,29.0,CHIP,4.52,163.75,FL,US,1,1,1,0,15,7,5,2019
2346,ECOMMERCE,8.0,MANUAL,20.29,34.99,AR,US,0,0,0,0,18,7,5,2019
2347,OTHER,7.0,CHIP,5.33,17.31,MS,US,1,1,1,0,18,7,5,2019
2348,ECOMMERCE,19.0,UNKNOWN,11.79,14533.43,FL,US,0,0,0,0,23,7,5,2019
2349,,,,52.79,,,,,,,1,0,7,5,2019
2350,OTHER,21.0,CHIP,44.66,48.41,FL,US,1,1,0,0,12,7,5,2019
2351,OTHER,24.0,MAGSTRIPE,9.59,27.92,CA,US,1,1,1,0,18,7,5,2019
2352,ECOMMERCE,22.0,MANUAL,10.96,10810.55,IL,US,0,0,0,0,23,7,5,2019
2353,ECOMMERCE,33.0,UNKNOWN,29.99,104.28,CA,US,0,0,0,0,13,7,5,2019
2354,ECOMMERCE,33.0,MANUAL,49.99,188.65,,GB,0,0,0,0,7,7,5,2019
2355,ECOMMERCE,17.0,MANUAL,26.87,16070.57,AR,US,0,0,0,0,6,7,5,2019
2356,OTHER,16.0,MAGSTRIPE,20.0,135.05,MS,US,1,1,1,0,23,7,5,2019
2357,ECOMMERCE,11.0,MANUAL,7.48,750.25,CA,US,0,0,0,0,22,7,5,2019
2358,ECOMMERCE,5.0,UNKNOWN,11.98,223.99,AZ,US,0,0,0,0,12,7,5,2019
2359,ECOMMERCE,17.0,MANUAL,30.89,4274.67,AR,US,0,0,0,0,16,7,5,2019
2360,ECOMMERCE,3.0,MANUAL,11.93,2689.54,AR,US,0,0,0,0,16,7,5,2019
2361,ECOMMERCE,12.0,UNKNOWN,22.58,5284.51,AR,US,0,0,0,0,16,7,5,2019
2362,ECOMMERCE,10.0,MANUAL,30.47,5949.73,AR,US,0,0,0,0,12,7,5,2019
2363,OTHER,29.0,CHIP_FALLBACK,32.01,247.19,TX,US,1,1,1,0,23,7,5,2019
2364,OTHER,28.0,MAGSTRIPE,7.56,333.55,,JP,1,1,0,1,11,7,5,2019
2365,OTHER,21.0,MAGSTRIPE,16.3,341.11,,JP,1,1,0,1,4,7,5,2019
2366,OTHER,4.0,CHIP,38.16,383.81,WV,US,1,1,1,0,17,7,5,2019
2367,ECOMMERCE,11.0,MANUAL,30.0,423.16,FL,US,0,0,0,0,5,7,5,2019
2368,ECOMMERCE,12.0,MANUAL,67.17,721.28,PA,US,0,0,0,0,23,7,5,2019
2369,ECOMMERCE,16.0,MANUAL,29.11,3967.52,AR,US,0,0,0,0,14,7,5,2019
2370,ECOMMERCE,15.0,MANUAL,11.93,3044.29,AR,US,0,0,0,0,22,7,5,2019
2371,ECOMMERCE,14.0,MANUAL,35.2,0.0,CO,US,0,0,0,0,11,7,5,2019
2372,ECOMMERCE,4.0,UNKNOWN,18.07,1362.03,AR,US,0,0,0,0,2,7,5,2019
2373,ECOMMERCE,14.0,UNKNOWN,63.24,3693.59,AR,US,0,0,0,0,16,7,5,2019
2374,ECOMMERCE,22.0,MANUAL,37.61,5831.23,AR,US,0,0,0,0,6,7,5,2019
2375,OTHER,14.0,CHIP,7.61,52.64,IL,US,1,1,0,0,20,7,5,2019
2376,ECOMMERCE,6.0,MANUAL,15.82,246.18,CA,US,0,0,0,0,20,7,5,2019
2377,ECOMMERCE,11.0,MANUAL,3.5,433.27,CA,US,0,0,0,0,22,7,5,2019
2378,ECOMMERCE,13.0,MANUAL,16.13,5172.36,AR,US,0,0,0,0,22,7,5,2019
2379,ECOMMERCE,1.0,UNKNOWN,19.99,4004.41,CA,US,0,0,0,0,19,7,5,2019
2380,ECOMMERCE,1.0,MANUAL,6.2,10.91,WA,US,0,0,0,0,23,7,5,2019
2381,ECOMMERCE,12.0,MANUAL,11.36,4338.71,AR,US,0,0,0,0,16,7,5,2019
2382,ECOMMERCE,17.0,MANUAL,50.0,893.8,CA,US,0,0,0,0,18,7,5,2019
2383,ECOMMERCE,11.0,MANUAL,32.31,657.45,CA,US,0,0,0,0,3,7,5,2019
2384,ECOMMERCE,2.0,UNKNOWN,27.89,1175.36,CA,US,0,0,0,0,1,7,5,2019
2385,ECOMMERCE,30.0,MANUAL,91.98,0.0,AR,US,0,0,0,0,19,7,5,2019
2386,OTHER,20.0,CHIP,4.55,9.52,FL,US,1,1,1,0,20,7,5,2019
2387,ECOMMERCE,17.0,MANUAL,31.07,4978.59,AR,US,0,0,0,0,16,7,5,2019
2388,,,,52.79,,,,,,,1,0,7,5,2019
2389,ECOMMERCE,6.0,UNKNOWN,13.63,12348.62,GA,US,0,0,0,0,14,7,5,2019
2390,,,,52.79,,,,,,,1,0,7,5,2019
2391,OTHER,30.0,CHIP,133.2,332.28,FL,US,1,1,0,0,18,7,5,2019
2392,ECOMMERCE,12.0,UNKNOWN,16.91,949.4,AR,US,0,0,0,0,3,7,5,2019
2393,ECOMMERCE,5.0,MANUAL,11.87,3098.87,AR,US,0,0,0,0,22,7,5,2019
2394,ECOMMERCE,11.0,UNKNOWN,35.58,5758.55,AR,US,0,0,0,0,18,7,5,2019
2395,OTHER,27.0,CHIP,278.0,0.0,CA,US,1,1,1,0,21,7,5,2019
2396,ECOMMERCE,14.0,MANUAL,22.97,178.89,AR,US,0,0,0,0,4,7,5,2019
2397,OTHER,26.0,CHIP,132.48,1463.99,GA,US,1,1,1,0,21,7,5,2019
2398,ECOMMERCE,2.0,MANUAL,12.99,158.85,CA,US,0,0,0,0,5,7,5,2019
2399,ECOMMERCE,4.0,UNKNOWN,21.24,2309.13,CA,US,0,0,0,0,16,7,5,2019
2400,OTHER,25.0,MAGSTRIPE,15.67,75.77,TX,US,1,1,0,0,0,7,5,2019
2401,ECOMMERCE,33.0,UNKNOWN,29.99,1076.16,CA,US,0,0,0,0,13,7,5,2019
2402,ECOMMERCE,14.0,MANUAL,23.21,6278.77,AR,US,0,0,0,0,6,7,6,2019
2403,ECOMMERCE,12.0,MANUAL,11.26,5914.18,AR,US,0,0,0,0,3,7,6,2019
