,user_transaction_time,channel,transaction_risk_score,processing_type,cc_amount,ledger_balance,cc_acceptor_state,acceptor_state,cc_acceptor_country,cardholder_presence,card_presence,partial_approval_capable,pin_present,date,is_fraud
2602940,2020-05-19 21:17:09+00:00,ECOMMERCE,9.0,MANUAL,112.0,13256.82,NV,32.0,US,0.0,0.0,0.0,False,2020-05-19,0
2175693,2020-05-19 00:01:47+00:00,ECOMMERCE,32.0,MANUAL,21.77,55576.09,IL,17.0,US,0.0,0.0,0.0,False,2020-05-19,0
2731781,2020-05-19 06:14:51+00:00,ECOMMERCE,29.0,MANUAL,12.41,6703.77,OH,39.0,US,0.0,0.0,0.0,False,2020-05-19,0
3119992,2020-05-19 01:15:14+00:00,ECOMMERCE,30.0,MANUAL,96.06,43066.72,WA,53,US,0.0,0.0,0.0,False,2020-05-19,0
2516474,2020-05-19 20:27:06+00:00,OTHER,24.0,CHIP,215.78,1338.27,NJ,34.0,US,1.0,1.0,1.0,False,2020-05-19,0
2658875,2020-05-19 18:08:23+00:00,ECOMMERCE,8.0,UNKNOWN,30.9,42.99,NY,36,US,0.0,0.0,0.0,False,2020-05-19,0
2516488,2020-05-19 16:57:59+00:00,ECOMMERCE,36.0,MANUAL,226.83,3038.28,NJ,34.0,US,0.0,0.0,0.0,False,2020-05-19,0
1978435,2020-05-19 15:15:03+00:00,OTHER,7.0,MANUAL,33.35,1343.94,GA,13.0,US,0.0,0.0,0.0,False,2020-05-19,0
1596842,2020-05-19 17:40:42+00:00,OTHER,29.0,CHIP,25.74,518.02,FL,12,US,1.0,1.0,1.0,False,2020-05-19,0
1596898,2020-05-19 11:59:29+00:00,ECOMMERCE,7.0,MANUAL,75.0,124.5,FL,12,US,0.0,0.0,0.0,False,2020-05-19,0
2175506,2020-05-19 22:53:23+00:00,ECOMMERCE,32.0,MANUAL,21.6,40873.65,IL,17.0,US,0.0,0.0,0.0,False,2020-05-19,0
522836,2020-05-19 14:02:53+00:00,ECOMMERCE,20.0,UNKNOWN,40.69,11563.08,AR,5,US,0.0,0.0,0.0,False,2020-05-19,0
2731727,2020-05-19 13:27:03+00:00,ECOMMERCE,1.0,MANUAL,11.99,4928.01,OH,39.0,US,0.0,0.0,0.0,False,2020-05-19,0
2175682,2020-05-19 00:11:02+00:00,ECOMMERCE,33.0,MANUAL,18.49,53258.53,IL,17.0,US,0.0,0.0,0.0,False,2020-05-19,0
1596851,2020-05-19 16:20:32+00:00,ECOMMERCE,27.0,MANUAL,9.1,41923.32,FL,12,US,0.0,0.0,0.0,False,2020-05-19,0
522761,2020-05-19 16:48:03+00:00,ECOMMERCE,21.0,UNKNOWN,31.58,8070.23,AR,5,US,0.0,0.0,0.0,False,2020-05-19,0
3308740,2020-05-19 20:16:50+00:00,OTHER,27.0,MANUAL,326.78,17825.43,WI,55.0,US,0.0,1.0,0.0,False,2020-05-19,0
269,2020-05-19 14:17:17+00:00,ECOMMERCE,53.0,MANUAL,460.48,19344.83,,,FR,0.0,0.0,0.0,False,2020-05-19,1
268,2020-05-19 16:12:18+00:00,ECOMMERCE,49.0,MANUAL,3292.6,21550.76,,,DE,0.0,0.0,0.0,False,2020-05-19,1
2731790,2020-05-19 01:21:12+00:00,ECOMMERCE,2.0,MANUAL,11.99,2637.21,OH,39.0,US,0.0,0.0,0.0,False,2020-05-19,0
523073,2020-05-19 03:33:50+00:00,ECOMMERCE,28.0,UNKNOWN,18.71,4360.04,AR,5,US,0.0,0.0,0.0,False,2020-05-19,0
1137040,2020-05-19 05:52:10+00:00,ECOMMERCE,6.0,UNKNOWN,21.24,1273.99,CA,6,US,0.0,0.0,0.0,False,2020-05-19,0
270,2020-05-19 12:54:20+00:00,ECOMMERCE,71.0,MANUAL,50.26,0.0,,,GB,0.0,0.0,0.0,False,2020-05-19,1
2731762,2020-05-19 12:39:36+00:00,ECOMMERCE,6.0,MANUAL,30.97,4669.62,OH,39.0,US,0.0,0.0,0.0,False,2020-05-19,0
2812573,2020-05-19 21:24:21+00:00,ECOMMERCE,3.0,MANUAL,35.63,303.85,PA,42.0,US,0.0,0.0,0.0,False,2020-05-19,0
2895025,2020-05-19 09:18:53+00:00,OTHER,2.0,MANUAL,151.86,644.36,TN,47.0,US,0.0,0.0,0.0,False,2020-05-19,0
2394170,2020-05-19 17:33:59+00:00,ECOMMERCE,15.0,MANUAL,27.97,9286.98,MN,27.0,US,0.0,0.0,0.0,False,2020-05-19,0
522950,2020-05-19 08:43:22+00:00,ECOMMERCE,24.0,UNKNOWN,37.44,7563.26,AR,5,US,0.0,0.0,0.0,False,2020-05-19,0
267,2020-05-19 17:11:04+00:00,ECOMMERCE,59.0,MANUAL,1755.54,19803.21,,,DE,0.0,0.0,0.0,False,2020-05-19,1
2174936,2020-05-21 01:39:05+00:00,ECOMMERCE,34.0,MANUAL,64.9,41437.6,IL,17.0,US,0.0,0.0,0.0,False,2020-05-21,0
81178,2020-05-21 07:26:12+00:00,ECOMMERCE,26.0,UNKNOWN,27.38,4028.68,IN,18.0,US,0.0,0.0,0.0,False,2020-05-21,0
521726,2020-05-21 16:47:40+00:00,ECOMMERCE,12.0,UNKNOWN,77.94,4570.51,AR,5,US,0.0,0.0,0.0,False,2020-05-21,0
521520,2020-05-21 23:31:06+00:00,ECOMMERCE,16.0,MANUAL,49.94,13556.2,AR,5,US,0.0,0.0,0.0,False,2020-05-21,0
521841,2020-05-21 12:35:57+00:00,ECOMMERCE,25.0,UNKNOWN,30.23,9099.76,AR,5,US,0.0,0.0,0.0,False,2020-05-21,0
1978191,2020-05-21 13:54:55+00:00,ECOMMERCE,32.0,MANUAL,20.76,6667.13,GA,13.0,US,0.0,0.0,1.0,False,2020-05-21,0
1135873,2020-05-21 19:23:25+00:00,ECOMMERCE,6.0,MANUAL,10.0,165.73,CA,6,US,0.0,0.0,0.0,False,2020-05-21,0
3119333,2020-05-21 03:39:43+00:00,ECOMMERCE,23.0,MANUAL,33.91,48448.91,WA,53,US,0.0,0.0,0.0,False,2020-05-21,0
2393800,2020-05-21 17:43:05+00:00,ECOMMERCE,3.0,MANUAL,76.84,582.63,MN,27.0,US,0.0,0.0,0.0,False,2020-05-21,0
1596496,2020-05-21 12:42:02+00:00,ECOMMERCE,15.0,MANUAL,15.14,334.47,FL,12,US,0.0,0.0,0.0,False,2020-05-21,0
522056,2020-05-21 03:09:19+00:00,ECOMMERCE,28.0,UNKNOWN,16.16,6652.34,AR,5,US,0.0,0.0,0.0,False,2020-05-21,0
2174753,2020-05-21 23:39:49+00:00,ECOMMERCE,33.0,MANUAL,128.3,45225.59,IL,17.0,US,0.0,0.0,0.0,False,2020-05-21,0
2658654,2020-05-21 20:46:50+00:00,ECOMMERCE,22.0,UNKNOWN,241.83,125.0,NY,36,US,0.0,0.0,0.0,False,2020-05-21,0
1136087,2020-05-21 04:12:12+00:00,OTHER,24.0,CHIP,17.51,504.0,CA,6,US,1.0,1.0,1.0,False,2020-05-21,0
2894981,2020-05-21 01:41:18+00:00,ECOMMERCE,7.0,UNKNOWN,4.25,125.35,TN,47.0,US,0.0,0.0,0.0,False,2020-05-21,0
2731521,2020-05-21 03:55:31+00:00,ECOMMERCE,16.0,UNKNOWN,52.86,368.72,OH,39.0,US,0.0,0.0,0.0,False,2020-05-21,0
1135848,2020-05-21 20:47:11+00:00,ECOMMERCE,25.0,UNKNOWN,75.08,680.26,CA,6,US,0.0,0.0,0.0,False,2020-05-21,0
1978095,2020-05-21 21:30:41+00:00,ECOMMERCE,40.0,MANUAL,90.22,4468.7,GA,13.0,US,0.0,0.0,1.0,False,2020-05-21,0
2894978,2020-05-21 01:44:04+00:00,ECOMMERCE,22.0,UNKNOWN,84.5,12.75,TN,47.0,US,0.0,0.0,0.0,False,2020-05-21,0
2731464,2020-05-21 19:13:04+00:00,ECOMMERCE,2.0,MANUAL,23.98,4836.56,OH,39.0,US,0.0,0.0,0.0,False,2020-05-21,0
1596502,2020-05-21 12:30:16+00:00,ECOMMERCE,31.0,MANUAL,26.97,32606.79,FL,12,US,0.0,0.0,0.0,False,2020-05-21,0
257,2020-05-21 18:54:50+00:00,OTHER,99.0,CHIP_FALLBACK,200.0,1863.42,GA,13.0,US,1.0,1.0,1.0,False,2020-05-21,1
258,2020-05-21 18:54:15+00:00,OTHER,99.0,CHIP_FALLBACK,200.0,1663.42,GA,13.0,US,1.0,1.0,1.0,False,2020-05-21,1
259,2020-05-21 18:53:39+00:00,OTHER,99.0,CHIP_FALLBACK,200.0,1463.42,GA,13.0,US,1.0,1.0,1.0,False,2020-05-21,1
81079,2020-05-21 16:31:37+00:00,ECOMMERCE,18.0,UNKNOWN,5.0,4284.85,IN,18.0,US,0.0,0.0,0.0,False,2020-05-21,0
261,2020-05-21 18:47:19+00:00,OTHER,99.0,CHIP_FALLBACK,8.27,3068.55,GA,13.0,US,1.0,1.0,1.0,False,2020-05-21,1
262,2020-05-21 18:45:07+00:00,OTHER,99.0,CHIP_FALLBACK,1005.13,2063.42,GA,13.0,US,1.0,1.0,1.0,False,2020-05-21,1
263,2020-05-21 18:28:10+00:00,OTHER,99.0,CHIP_FALLBACK,1000.0,216.17,GA,13.0,US,1.0,1.0,1.0,False,2020-05-21,1
264,2020-05-21 18:27:15+00:00,OTHER,99.0,CHIP_FALLBACK,201.12,15.05,GA,13.0,US,1.0,1.0,1.0,False,2020-05-21,1
265,2020-05-21 18:24:50+00:00,OTHER,90.0,CHIP_FALLBACK,29.16,1216.17,GA,13.0,US,1.0,1.0,1.0,False,2020-05-21,1
266,2020-05-21 17:46:32+00:00,OTHER,81.0,CHIP_FALLBACK,13.05,2.0,GA,13.0,US,1.0,1.0,1.0,False,2020-05-21,1
260,2020-05-21 18:52:59+00:00,OTHER,99.0,CHIP_FALLBACK,218.09,1245.33,GA,13.0,US,1.0,1.0,1.0,False,2020-05-21,1
2336678,2020-05-21 15:49:36+00:00,ECOMMERCE,31.0,UNKNOWN,28.97,37516.2,MA,25.0,US,0.0,0.0,0.0,False,2020-05-21,0
521586,2020-05-21 20:46:13+00:00,ECOMMERCE,36.0,UNKNOWN,33.71,4657.14,AR,5,US,0.0,0.0,0.0,False,2020-05-21,0
1136095,2020-05-21 03:50:18+00:00,OTHER,21.0,MAGSTRIPE,1.25,5.67,CA,6,US,1.0,1.0,0.0,False,2020-05-21,0
2602838,2020-05-21 20:55:24+00:00,ECOMMERCE,5.0,MANUAL,126.06,12605.75,NV,32.0,US,0.0,0.0,0.0,False,2020-05-21,0
2731503,2020-05-21 14:07:20+00:00,OTHER,25.0,CHIP,137.15,576.19,OH,39.0,US,1.0,1.0,0.0,False,2020-05-21,0
2731532,2020-05-21 00:04:22+00:00,ECOMMERCE,9.0,MANUAL,26.15,9822.88,OH,39.0,US,0.0,0.0,0.0,False,2020-05-21,0
521708,2020-05-21 17:13:53+00:00,ECOMMERCE,7.0,MANUAL,22.96,893.78,AR,5,US,0.0,0.0,0.0,False,2020-05-21,0
521531,2020-05-21 23:02:07+00:00,ECOMMERCE,19.0,MANUAL,40.38,2714.89,AR,5,US,0.0,0.0,0.0,False,2020-05-21,0
1135765,2020-05-22 00:54:22+00:00,OTHER,16.0,CHIP,77.23,89.36,CA,6,US,1.0,1.0,0.0,False,2020-05-22,0
521380,2020-05-22 04:44:29+00:00,ECOMMERCE,24.0,MANUAL,30.47,11559.15,AR,5,US,0.0,0.0,0.0,False,2020-05-22,0
521372,2020-05-22 04:56:37+00:00,ECOMMERCE,22.0,UNKNOWN,31.58,8556.19,AR,5,US,0.0,0.0,0.0,False,2020-05-22,0
2174427,2020-05-22 21:28:18+00:00,ECOMMERCE,9.0,MANUAL,52.18,27974.98,IL,17.0,US,0.0,0.0,0.0,False,2020-05-22,0
2174520,2020-05-22 19:51:17+00:00,ECOMMERCE,35.0,MANUAL,121.0,24709.61,IL,17.0,US,0.0,0.0,0.0,False,2020-05-22,0
521432,2020-05-22 02:55:40+00:00,ECOMMERCE,13.0,UNKNOWN,18.59,7799.41,AR,5,US,0.0,0.0,0.0,False,2020-05-22,0
1135640,2020-05-22 12:53:12+00:00,ECOMMERCE,1.0,UNKNOWN,23.91,906.42,CA,6,US,0.0,0.0,0.0,False,2020-05-22,0
2174468,2020-05-22 20:46:37+00:00,ECOMMERCE,25.0,MANUAL,10.81,44757.96,IL,17.0,US,0.0,0.0,0.0,False,2020-05-22,0
2336614,2020-05-22 08:35:16+00:00,ECOMMERCE,26.0,UNKNOWN,27.85,2384.54,MA,25.0,US,0.0,0.0,0.0,False,2020-05-22,0
3119121,2020-05-22 05:34:02+00:00,ECOMMERCE,2.0,MANUAL,42.73,1602.66,WA,53,US,0.0,0.0,0.0,False,2020-05-22,0
3119167,2020-05-22 00:10:43+00:00,ECOMMERCE,3.0,MANUAL,27.98,37.95,WA,53,US,0.0,0.0,0.0,False,2020-05-22,0
1978036,2020-05-22 17:11:36+00:00,ECOMMERCE,32.0,UNKNOWN,45.11,4386.51,GA,13.0,US,0.0,0.0,0.0,False,2020-05-22,0
1596308,2020-05-22 15:14:18+00:00,ECOMMERCE,28.0,MANUAL,11.98,35859.01,FL,12,US,0.0,0.0,0.0,False,2020-05-22,0
2658589,2020-05-22 13:59:17+00:00,OTHER,3.0,MANUAL,30.0,296.96,NY,36,US,0.0,0.0,0.0,False,2020-05-22,0
1596254,2020-05-22 16:41:53+00:00,ECOMMERCE,31.0,MANUAL,25.55,36101.86,FL,12,US,0.0,0.0,0.0,False,2020-05-22,0
2658611,2020-05-22 11:57:59+00:00,OTHER,5.0,MANUAL,17.63,779.35,NY,36,US,0.0,0.0,0.0,False,2020-05-22,0
2602826,2020-05-22 14:32:03+00:00,OTHER,25.0,CHIP,6.98,353.43,NV,32.0,US,1.0,1.0,1.0,False,2020-05-22,0
521001,2020-05-22 15:37:44+00:00,ECOMMERCE,17.0,MANUAL,20.96,1695.03,AR,5,US,0.0,0.0,0.0,False,2020-05-22,0
80651,2020-05-22 21:19:52+00:00,OTHER,14.0,CHIP,269.16,1025.34,MO,29.0,US,1.0,1.0,0.0,False,2020-05-22,0
256,2020-05-22 23:30:32+00:00,ECOMMERCE,57.0,MANUAL,27.3,14.7,,,FR,0.0,0.0,0.0,False,2020-05-22,1
1135745,2020-05-22 01:40:33+00:00,ECOMMERCE,17.0,MANUAL,27.95,6365.75,CA,6,US,0.0,0.0,0.0,False,2020-05-22,0
2658628,2020-05-22 02:26:33+00:00,ECOMMERCE,31.0,MANUAL,127.74,8110.56,NY,36,US,0.0,0.0,0.0,False,2020-05-22,0
521073,2020-05-22 14:10:56+00:00,ECOMMERCE,20.0,UNKNOWN,26.4,5442.35,AR,5,US,0.0,0.0,0.0,False,2020-05-22,0
2174489,2020-05-22 20:23:21+00:00,ECOMMERCE,4.0,MANUAL,15.99,23378.77,IL,17.0,US,0.0,0.0,0.0,False,2020-05-22,0
521301,2020-05-22 06:37:02+00:00,ECOMMERCE,39.0,MANUAL,345.0,80.4,AR,5,US,0.0,0.0,0.0,False,2020-05-22,0
2393694,2020-05-22 00:09:22+00:00,ECOMMERCE,27.0,MANUAL,30.0,6686.88,MN,27.0,US,0.0,0.0,0.0,False,2020-05-22,0
1135642,2020-05-22 12:50:28+00:00,ECOMMERCE,1.0,UNKNOWN,20.32,703.55,CA,6,US,0.0,0.0,0.0,False,2020-05-22,0
521286,2020-05-22 06:50:03+00:00,ECOMMERCE,22.0,MANUAL,9.93,264.86,AR,5,US,0.0,0.0,0.0,False,2020-05-22,0
2393590,2020-05-22 16:58:05+00:00,ECOMMERCE,12.0,MANUAL,16.98,13280.04,MN,27.0,US,0.0,0.0,0.0,False,2020-05-22,0
521101,2020-05-22 13:33:15+00:00,ECOMMERCE,11.0,UNKNOWN,18.23,9094.46,AR,5,US,0.0,0.0,0.0,False,2020-05-22,0
520957,2020-05-22 17:02:49+00:00,ECOMMERCE,19.0,UNKNOWN,185.71,5034.89,AR,5,US,0.0,0.0,0.0,False,2020-05-22,0
80836,2020-05-22 12:24:45+00:00,ECOMMERCE,1.0,MANUAL,13.55,51.76,CO,8.0,US,0.0,0.0,1.0,False,2020-05-22,0
80810,2020-05-22 13:24:19+00:00,ECOMMERCE,21.0,UNKNOWN,5.0,8457.04,IN,18.0,US,0.0,0.0,0.0,False,2020-05-22,0
2602787,2020-05-22 18:41:08+00:00,OTHER,26.0,CHIP,94.04,283.57,NV,32.0,US,1.0,1.0,0.0,False,2020-05-22,0
1977851,2020-05-24 12:52:29+00:00,ECOMMERCE,31.0,MANUAL,48.98,35822.55,GA,13.0,US,0.0,0.0,1.0,False,2020-05-24,0
2450202,2020-05-24 20:38:24+00:00,ECOMMERCE,28.0,MANUAL,19.23,9621.96,NC,37.0,US,0.0,0.0,0.0,False,2020-05-24,0
1134845,2020-05-24 14:53:03+00:00,ECOMMERCE,32.0,MANUAL,18.69,3025.9,CA,6,US,0.0,0.0,0.0,False,2020-05-24,0
519650,2020-05-24 07:43:48+00:00,ECOMMERCE,11.0,UNKNOWN,29.87,29266.32,AR,5,US,0.0,0.0,0.0,False,2020-05-24,0
2173746,2020-05-24 05:23:32+00:00,ECOMMERCE,32.0,MANUAL,79.0,7053.29,IL,17.0,US,0.0,0.0,0.0,False,2020-05-24,0
2939838,2020-05-24 22:45:20+00:00,ECOMMERCE,28.0,UNKNOWN,87.96,3214.62,TX,48.0,US,0.0,0.0,0.0,False,2020-05-24,0
1134747,2020-05-24 20:58:05+00:00,ECOMMERCE,31.0,MANUAL,23.03,1719.39,CA,6,US,0.0,0.0,0.0,False,2020-05-24,0
519607,2020-05-24 08:59:31+00:00,ECOMMERCE,18.0,UNKNOWN,30.47,5992.17,AR,5,US,0.0,0.0,0.0,False,2020-05-24,0
3118763,2020-05-24 15:25:11+00:00,ECOMMERCE,28.0,MANUAL,113.12,39290.67,WA,53,US,0.0,0.0,0.0,False,2020-05-24,0
80407,2020-05-24 03:26:43+00:00,ECOMMERCE,14.0,MANUAL,17.08,0.0,AZ,4.0,US,0.0,0.0,0.0,False,2020-05-24,0
1977813,2020-05-24 16:29:56+00:00,ECOMMERCE,10.0,MANUAL,134.11,38429.31,GA,13.0,US,0.0,0.0,1.0,False,2020-05-24,0
3118667,2020-05-24 22:00:34+00:00,ECOMMERCE,6.0,MANUAL,224.15,9819.3,WA,53,US,0.0,0.0,0.0,False,2020-05-24,0
1977829,2020-05-24 14:33:53+00:00,ECOMMERCE,54.0,UNKNOWN,340.21,36311.48,GA,13.0,US,0.0,0.0,0.0,False,2020-05-24,0
1595995,2020-05-24 01:04:48+00:00,ECOMMERCE,8.0,MANUAL,14.48,11198.15,FL,12,US,0.0,0.0,0.0,False,2020-05-24,0
255,2020-05-24 18:04:12+00:00,ECOMMERCE,27.0,MANUAL,31.38,264.86,TX,48.0,US,0.0,0.0,1.0,False,2020-05-24,1
1595881,2020-05-24 20:36:13+00:00,ECOMMERCE,8.0,MANUAL,13.37,957.61,FL,12,US,0.0,0.0,0.0,False,2020-05-24,0
1134699,2020-05-24 22:53:26+00:00,ECOMMERCE,2.0,UNKNOWN,26.74,902.01,CA,6,US,0.0,0.0,0.0,False,2020-05-24,0
519734,2020-05-24 05:48:06+00:00,ECOMMERCE,7.0,UNKNOWN,21.97,29771.72,AR,5,US,0.0,0.0,0.0,False,2020-05-24,0
1134751,2020-05-24 20:44:01+00:00,ECOMMERCE,25.0,MANUAL,25.0,604.92,CA,6,US,0.0,0.0,0.0,False,2020-05-24,0
3308616,2020-05-24 19:16:28+00:00,ECOMMERCE,15.0,UNKNOWN,151.87,531.16,WI,55.0,US,0.0,0.0,0.0,False,2020-05-24,0
2812402,2020-05-24 03:22:14+00:00,ECOMMERCE,7.0,MANUAL,89.99,2260.42,PA,42.0,US,0.0,0.0,0.0,False,2020-05-24,0
1595879,2020-05-24 21:08:43+00:00,OTHER,25.0,MAGSTRIPE,22.71,3760.63,FL,12,US,1.0,1.0,1.0,False,2020-05-24,0
519181,2020-05-24 23:57:23+00:00,ECOMMERCE,19.0,UNKNOWN,13.98,30160.77,AR,5,US,0.0,0.0,0.0,False,2020-05-24,0
80415,2020-05-24 02:18:29+00:00,OTHER,35.0,MAGSTRIPE,51.0,193.88,OR,41.0,US,1.0,1.0,0.0,False,2020-05-24,0
1595977,2020-05-24 05:43:18+00:00,ECOMMERCE,6.0,MANUAL,191.73,656.95,FL,12,US,0.0,0.0,0.0,False,2020-05-24,0
2336420,2020-05-25 16:56:17+00:00,ECOMMERCE,13.0,MANUAL,120.48,13489.27,MA,25.0,US,0.0,0.0,0.0,False,2020-05-25,0
3118639,2020-05-25 06:12:25+00:00,ECOMMERCE,13.0,MANUAL,24.6,2893.48,WA,53,US,0.0,0.0,0.0,False,2020-05-25,0
1595775,2020-05-25 11:58:10+00:00,OTHER,13.0,MANUAL,232.83,819.42,FL,12,US,0.0,0.0,0.0,False,2020-05-25,0
518800,2020-05-25 13:10:02+00:00,ECOMMERCE,4.0,UNKNOWN,20.73,26581.55,AR,5,US,0.0,0.0,0.0,False,2020-05-25,0
2173424,2020-05-25 06:26:03+00:00,ECOMMERCE,25.0,MANUAL,16.18,3410.11,IL,17.0,US,0.0,0.0,0.0,False,2020-05-25,0
518683,2020-05-25 17:59:48+00:00,ECOMMERCE,19.0,UNKNOWN,71.34,9097.67,AR,5,US,0.0,0.0,0.0,False,2020-05-25,0
518904,2020-05-25 09:21:27+00:00,ECOMMERCE,19.0,UNKNOWN,89.99,28011.84,AR,5,US,0.0,0.0,0.0,False,2020-05-25,0
3308596,2020-05-25 18:12:28+00:00,ECOMMERCE,3.0,MANUAL,46.72,6544.89,WI,55.0,US,0.0,0.0,0.0,False,2020-05-25,0
2658327,2020-05-25 22:48:06+00:00,ECOMMERCE,26.0,MANUAL,68.0,11606.61,NY,36,US,0.0,0.0,0.0,False,2020-05-25,0
519101,2020-05-25 03:42:08+00:00,ECOMMERCE,26.0,MANUAL,26.52,3420.96,AR,5,US,0.0,0.0,0.0,False,2020-05-25,0
2173391,2020-05-25 06:48:28+00:00,ECOMMERCE,30.0,MANUAL,30.7,39038.27,IL,17.0,US,0.0,0.0,0.0,False,2020-05-25,0
1421814,2020-05-25 14:26:19+00:00,ECOMMERCE,17.0,UNKNOWN,8.4,102.13,DC,11.0,US,0.0,0.0,0.0,False,2020-05-25,0
2173012,2020-05-25 23:29:31+00:00,ECOMMERCE,6.0,MANUAL,20.18,30060.51,IL,17.0,US,0.0,0.0,0.0,False,2020-05-25,0
1134507,2020-05-25 13:05:21+00:00,ECOMMERCE,9.0,UNKNOWN,360.45,30.06,CA,6,US,0.0,0.0,0.0,False,2020-05-25,0
518658,2020-05-25 18:35:44+00:00,ECOMMERCE,26.0,UNKNOWN,31.58,7995.66,AR,5,US,0.0,0.0,0.0,False,2020-05-25,0
518792,2020-05-25 13:43:50+00:00,ECOMMERCE,5.0,UNKNOWN,24.93,25240.46,AR,5,US,0.0,0.0,0.0,False,2020-05-25,0
518797,2020-05-25 13:20:51+00:00,ECOMMERCE,8.0,UNKNOWN,40.29,24655.53,AR,5,US,0.0,0.0,0.0,False,2020-05-25,0
80225,2020-05-25 11:18:17+00:00,ECOMMERCE,4.0,MANUAL,3.31,16.02,WY,56.0,US,0.0,0.0,0.0,False,2020-05-25,0
80130,2020-05-25 22:05:39+00:00,ECOMMERCE,22.0,UNKNOWN,21.23,4084.43,IA,19.0,US,0.0,0.0,0.0,False,2020-05-25,0
519117,2020-05-25 03:13:07+00:00,ECOMMERCE,26.0,UNKNOWN,20.97,2958.83,AR,5,US,0.0,0.0,0.0,False,2020-05-25,0
2336452,2020-05-25 04:06:24+00:00,ECOMMERCE,27.0,UNKNOWN,36.39,44564.55,MA,25.0,US,0.0,0.0,0.0,False,2020-05-25,0
2173478,2020-05-25 05:07:46+00:00,ECOMMERCE,30.0,MANUAL,18.49,46681.28,IL,17.0,US,0.0,0.0,0.0,False,2020-05-25,0
518787,2020-05-25 13:51:44+00:00,ECOMMERCE,36.0,UNKNOWN,14.29,40369.96,AR,5,US,0.0,0.0,0.0,False,2020-05-25,0
1595784,2020-05-25 04:35:21+00:00,ECOMMERCE,29.0,MANUAL,26.97,7242.32,FL,12,US,0.0,0.0,0.0,False,2020-05-25,0
2173256,2020-05-25 10:30:24+00:00,ECOMMERCE,5.0,MANUAL,12.12,23694.29,IL,17.0,US,0.0,0.0,0.0,False,2020-05-25,0
2173341,2020-05-25 07:29:31+00:00,ECOMMERCE,29.0,MANUAL,20.93,50914.02,IL,17.0,US,0.0,0.0,0.0,False,2020-05-25,0
2602728,2020-05-25 01:51:09+00:00,ECOMMERCE,22.0,MANUAL,142.8,3213.07,NV,32.0,US,0.0,0.0,0.0,False,2020-05-25,0
518721,2020-05-25 16:32:51+00:00,ECOMMERCE,13.0,UNKNOWN,91.92,18666.75,AR,5,US,0.0,0.0,0.0,False,2020-05-25,0
518932,2020-05-25 08:27:49+00:00,ECOMMERCE,12.0,UNKNOWN,45.98,30736.01,AR,5,US,0.0,0.0,0.0,False,2020-05-25,0
518627,2020-05-25 19:06:37+00:00,ECOMMERCE,22.0,MANUAL,31.58,10106.63,AR,5,US,0.0,0.0,0.0,False,2020-05-25,0
2173060,2020-05-25 21:37:17+00:00,ECOMMERCE,3.0,MANUAL,16.75,24566.09,IL,17.0,US,0.0,0.0,0.0,False,2020-05-25,0
80226,2020-05-25 11:16:25+00:00,ECOMMERCE,3.0,UNKNOWN,21.79,214.15,MD,24.0,US,0.0,0.0,0.0,False,2020-05-25,0
1595739,2020-05-25 15:20:47+00:00,ECOMMERCE,24.0,MANUAL,34.93,39205.25,FL,12,US,0.0,0.0,0.0,False,2020-05-25,0
254,2020-05-25 02:29:36+00:00,OTHER,32.0,MANUAL,60.0,296.24,KS,20.0,US,0.0,0.0,0.0,False,2020-05-25,1
79632,2020-05-27 19:24:16+00:00,OTHER,15.0,CHIP,7.52,349.16,KY,21.0,US,1.0,1.0,1.0,False,2020-05-27,0
2939637,2020-05-27 15:05:31+00:00,OTHER,19.0,CHIP,43.11,82.04,TX,48.0,US,1.0,1.0,1.0,False,2020-05-27,0
516943,2020-05-27 16:55:38+00:00,ECOMMERCE,28.0,UNKNOWN,70.0,1165.52,AR,5,US,0.0,0.0,0.0,False,2020-05-27,0
3118157,2020-05-27 05:05:26+00:00,ECOMMERCE,4.0,MANUAL,42.79,3944.69,WA,53,US,0.0,0.0,0.0,False,2020-05-27,0
517318,2020-05-27 07:23:03+00:00,ECOMMERCE,7.0,UNKNOWN,39.98,29468.82,AR,5,US,0.0,0.0,0.0,False,2020-05-27,0
1133674,2020-05-27 03:13:34+00:00,ECOMMERCE,8.0,MANUAL,10.0,24.52,CA,6,US,0.0,0.0,0.0,False,2020-05-27,0
516907,2020-05-27 17:28:16+00:00,ECOMMERCE,10.0,UNKNOWN,17.47,1194.25,AR,5,US,0.0,0.0,0.0,False,2020-05-27,0
79573,2020-05-27 21:57:37+00:00,ECOMMERCE,16.0,UNKNOWN,70.89,6591.61,IN,18.0,US,0.0,0.0,0.0,False,2020-05-27,0
516696,2020-05-27 23:28:47+00:00,ECOMMERCE,21.0,UNKNOWN,94.14,30684.78,AR,5,US,0.0,0.0,0.0,False,2020-05-27,0
218906,2020-05-27 00:00:36+00:00,ECOMMERCE,21.0,MANUAL,404.0,5342.74,,,NO,0.0,0.0,0.0,False,2020-05-27,0
1133308,2020-05-27 21:04:42+00:00,ECOMMERCE,5.0,MANUAL,1818.39,8662.61,CA,6,US,0.0,0.0,0.0,False,2020-05-27,0
1133589,2020-05-27 12:35:08+00:00,ECOMMERCE,1.0,UNKNOWN,12.99,493.71,CA,6,US,0.0,0.0,0.0,False,2020-05-27,0
